logical_idx,local_idx,x,y,z,board_id
319,319,7,7,4,0
320,320,0,0,5,0
321,321,1,0,5,0
322,322,2,0,5,0
323,323,3,0,5,0
324,324,4,0,5,0
325,325,5,0,5,0
326,326,6,0,5,0
327,327,7,0,5,0
328,328,0,1,5,0
329,329,1,1,5,0
330,330,2,1,5,0
331,331,3,1,5,0
332,332,4,1,5,0
333,333,5,1,5,0
334,334,6,1,5,0
335,335,7,1,5,0
336,336,0,2,5,0
337,337,1,2,5,0
338,338,2,2,5,0
339,339,3,2,5,0
340,340,4,2,5,0
341,341,5,2,5,0
342,342,6,2,5,0
343,343,7,2,5,0
344,344,0,3,5,0
345,345,1,3,5,0
346,346,2,3,5,0
347,347,3,3,5,0
348,348,4,3,5,0
349,349,5,3,5,0
350,350,6,3,5,0
351,351,7,3,5,0
352,352,0,4,5,0
353,353,1,4,5,0
354,354,2,4,5,0
355,355,3,4,5,0
356,356,4,4,5,0
357,357,5,4,5,0
358,358,6,4,5,0
359,359,7,4,5,0
360,360,0,5,5,0
361,361,1,5,5,0
362,362,2,5,5,0
363,363,3,5,5,0
364,364,4,5,5,0
365,365,5,5,5,0
366,366,6,5,5,0
367,367,7,5,5,0
368,368,0,6,5,0
369,369,1,6,5,0
370,370,2,6,5,0
371,371,3,6,5,0
372,372,4,6,5,0
373,373,5,6,5,0
374,374,6,6,5,0
375,375,7,6,5,0
376,376,0,7,5,0
377,377,1,7,5,0
378,378,2,7,5,0
379,379,3,7,5,0
380,380,4,7,5,0
381,381,5,7,5,0
382,382,6,7,5,0
383,383,7,7,5,0
384,384,0,0,6,0
385,385,1,0,6,0
386,386,2,0,6,0
387,387,3,0,6,0
388,388,4,0,6,0
389,389,5,0,6,0
390,390,6,0,6,0
391,391,7,0,6,0
392,392,0,1,6,0
393,393,1,1,6,0
394,394,2,1,6,0
395,395,3,1,6,0
396,396,4,1,6,0
397,397,5,1,6,0
398,398,6,1,6,0
399,399,7,1,6,0
400,400,0,2,6,0
401,401,1,2,6,0
402,402,2,2,6,0
403,403,3,2,6,0
404,404,4,2,6,0
405,405,5,2,6,0
406,406,6,2,6,0
407,407,7,2,6,0
408,408,0,3,6,0
409,409,1,3,6,0
410,410,2,3,6,0
411,411,3,3,6,0
412,412,4,3,6,0
413,413,5,3,6,0
414,414,6,3,6,0
415,415,7,3,6,0
416,416,0,4,6,0
417,417,1,4,6,0
418,418,2,4,6,0
419,419,3,4,6,0
420,420,4,4,6,0
421,421,5,4,6,0
422,422,6,4,6,0
423,423,7,4,6,0
424,424,0,5,6,0
425,425,1,5,6,0
426,426,2,5,6,0
427,427,3,5,6,0
428,428,4,5,6,0
429,429,5,5,6,0
430,430,6,5,6,0
431,431,7,5,6,0
432,432,0,6,6,0
433,433,1,6,6,0
434,434,2,6,6,0
435,435,3,6,6,0
436,436,4,6,6,0
437,437,5,6,6,0
438,438,6,6,6,0
439,439,7,6,6,0
440,440,0,7,6,0
441,441,1,7,6,0
442,442,2,7,6,0
443,443,3,7,6,0
444,444,4,7,6,0
445,445,5,7,6,0
446,446,6,7,6,0
447,447,7,7,6,0
448,448,0,0,7,0
449,449,1,0,7,0
450,450,2,0,7,0
451,451,3,0,7,0
452,452,4,0,7,0
453,453,5,0,7,0
454,454,6,0,7,0
455,455,7,0,7,0
456,456,0,1,7,0
457,457,1,1,7,0
458,458,2,1,7,0
459,459,3,1,7,0
460,460,4,1,7,0
461,461,5,1,7,0
462,462,6,1,7,0
463,463,7,1,7,0
464,464,0,2,7,0
465,465,1,2,7,0
466,466,2,2,7,0
467,467,3,2,7,0
468,468,4,2,7,0
469,469,5,2,7,0
470,470,6,2,7,0
471,471,7,2,7,0
472,472,0,3,7,0
473,473,1,3,7,0
474,474,2,3,7,0
475,475,3,3,7,0
476,476,4,3,7,0
477,477,5,3,7,0
478,478,6,3,7,0
479,479,7,3,7,0
480,480,0,4,7,0
481,481,1,4,7,0
482,482,2,4,7,0
483,483,3,4,7,0
484,484,4,4,7,0
485,485,5,4,7,0
486,486,6,4,7,0
487,487,7,4,7,0
488,488,0,5,7,0
489,489,1,5,7,0
490,490,2,5,7,0
491,491,3,5,7,0
492,492,4,5,7,0
493,493,5,5,7,0
494,494,6,5,7,0
495,495,7,5,7,0
496,496,0,6,7,0
497,497,1,6,7,0
498,498,2,6,7,0
499,499,3,6,7,0
500,500,4,6,7,0
501,501,5,6,7,0
502,502,6,6,7,0
503,503,7,6,7,0
504,504,0,7,7,0
505,505,1,7,7,0
506,506,2,7,7,0
507,507,3,7,7,0
508,508,4,7,7,0
509,509,5,7,7,0
510,510,6,7,7,0
511,511,7,7,7,0
